filmeId,nota_media,Drama,Documentary,Romance,Action,Adventure,IMAX,Horror,War,Musical,Sci-Fi,Fantasy,Animation,Film-Noir,Crime,Mystery,Children,Comedy,Western,Thriller,class
1592,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,65
2032,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,65
2142,2.7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,111
2151,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83
2311,3.588235294117647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119
2530,2.7777777777777777,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
2532,2.7916666666666665,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
2876,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,227
2886,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,174
3037,4.145833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81
3350,3.8333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3451,4.545454545454546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
3519,2.9166666666666665,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122
3654,3.769230769230769,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77
3791,3.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3836,4.133333333333334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,51
23,3.125,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26
147,3.466666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,3.7222222222222223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30
481,3.1578947368421053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
507,3.3846153846153846,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107
635,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
714,3.966666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,201
851,2.8333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
1120,3.537037037037037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
1171,3.3529411764705883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1253,3.82,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,211
1271,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,117
1303,4.029411764705882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
1459,2.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,195
1480,3.3636363636363638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
1678,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
1785,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,218
2021,3.4324324324324325,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
2231,3.861111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2272,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
2358,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
2618,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2841,3.5277777777777777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,58
2908,3.551282051282051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2952,3.5416666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107
3020,3.5294117647058822,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3100,3.9318181818181817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3105,3.6818181818181817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201
3107,3.3043478260869565,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3169,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107
3178,3.53125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3198,3.9285714285714284,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
3246,4.166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3250,3.1666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3252,3.5925925925925926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3256,3.5161290322580645,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,187
3260,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3271,3.676470588235294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3272,3.4375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
3360,3.7045454545454546,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3543,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128
3783,3.9545454545454546,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
3950,3.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3980,3.392857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
4047,3.6666666666666665,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144
4211,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4238,3.1470588235294117,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,248
4251,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114
4343,3.037037037037037,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,75
4626,3.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,222
4688,3.3333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
4772,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4787,3.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
5009,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
5010,3.81,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
5055,2.8125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5152,3.3333333333333335,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122
5267,3.2916666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
5292,3.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83
5329,3.35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107
5446,3.642857142857143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
5577,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128
5632,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5682,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
5747,4.285714285714286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
5945,3.173076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
5955,3.5555555555555554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6281,3.140625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
6428,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,236
6537,3.0444444444444443,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
6552,3.625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107
6565,3.6944444444444446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6617,3.9444444444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81
6796,3.7222222222222223,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
6817,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
6867,3.5833333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
6884,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107
6947,3.638888888888889,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77
6953,3.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,155
6957,3.3653846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,72
6974,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33
6993,3.769230769230769,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
6997,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29
7009,3.3333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
7025,3.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144
7090,3.9210526315789473,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
7263,3.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
7481,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,239
7649,2.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
7706,4.125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,254
7841,3.75,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,119
7842,4.375,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,97
7884,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
8010,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
8132,4.333333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
8378,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
8493,3.0833333333333335,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122
8495,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29
8633,3.5714285714285716,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,247
8810,2.823529411764706,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,175
8874,4.0064935064935066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,93
8914,3.7941176470588234,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97
8937,3.5625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8951,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
8977,2.2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,232
8982,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
8983,3.52,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
26649,3.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,251
26695,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26750,3.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,251
26812,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
26901,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180
27408,3.3333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
27450,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180
27788,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,211
27793,1.5,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,192
31101,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,127
31116,3.8333333333333335,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
31225,3.0714285714285716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
31420,3.1875,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,84
33166,3.89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
33558,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
33660,4.088235294117647,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
34536,3.1666666666666665,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122
36517,3.4615384615384617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
36527,3.5714285714285716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37731,3.7222222222222223,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
37739,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
38886,3.4444444444444446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
39381,3.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40
39444,3.388888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
40278,3.676470588235294,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
40414,3.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144
40583,3.53125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
41569,3.4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,146
41863,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131
42004,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188
43396,3.7857142857142856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43921,3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26
43928,1.9230769230769231,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,55
43936,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,124
44195,4.027777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128
44204,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29
44761,3.875,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,104
45658,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
46723,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
47629,3.730769230769231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47644,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
47894,3.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144
48326,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
48385,3.3461538461538463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
48738,3.975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49
48879,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
49265,4.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
49530,3.7641509433962264,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,108
49822,3.142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
49961,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50068,3.7058823529411766,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144
50442,3.125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29
51080,3.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
51255,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,158
51471,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
51935,3.86,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159
52042,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,206
52241,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107
52328,3.642857142857143,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,239
52952,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
53123,3.9444444444444446,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,224
53550,3.3333333333333335,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,232
53953,3.16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,151
54736,3.8125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159
54962,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,176
54997,4.06,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,123
55080,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107
55094,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201
55116,2.6666666666666665,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,146
55274,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
55363,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40
55721,4.3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,187
55908,4.1875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97
56145,3.4285714285714284,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,223
56587,3.230769230769231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
56607,3.3333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
56921,3.8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,120
58293,2.7058823529411766,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180
58803,3.75,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,150
59018,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
59129,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135
59387,3.9545454545454546,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,131
60046,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144
60389,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,236
60647,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,85
60674,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,197
60735,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206
60753,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
60941,2.875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,58
60943,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
61011,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,176
61167,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201
61210,3.5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
61236,3.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,144
61248,3.2222222222222223,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
61350,2.3333333333333335,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
61352,3.375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,107
61628,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
61986,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81
62374,3.772727272727273,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159
62376,2.8333333333333335,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5
62394,2.1666666666666665,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,84
62792,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29
62799,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
62849,3.769230769230769,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,210
63033,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,235
63062,3.4375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,104
63433,3.5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
64030,2.6666666666666665,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,209
64497,2.7857142857142856,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,211
64716,4.136363636363637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
64983,3.409090909090909,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,182
64997,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
65216,3.9285714285714284,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,182
65682,3.642857142857143,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,157
65982,3.3333333333333335,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
67534,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
68205,2.9375,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,112
69849,3.1666666666666665,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144
70336,2.625,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
71106,3.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,75
71135,3.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,48
953,4.0344827586206895,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,148
1204,4.3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77
1242,4.170731707317073,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
1772,2.7083333333333335,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,256
1792,3.0217391304347827,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26
1939,4.0625,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
1945,4.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
2301,3.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,254
3363,3.8488372093023258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128
4980,3.075,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,59
7156,4.3076923076923075,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62
7379,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,144
26554,4.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,201
26729,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
64620,3.9444444444444446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
87306,3.5952380952380953,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,226
98961,4.107142857142857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159
96821,3.825,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
605,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
612,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
1099,3.375,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,133
1231,3.8636363636363638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
1353,3.375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
1361,4.083333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1363,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1393,3.5941176470588236,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
74,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
78,3.3333333333333335,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,187
194,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128
203,3.4318181818181817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
246,4.293103448275862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
471,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
786,3.109375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159
1104,4.475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
1429,3.575,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
1458,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,148
